指数,代码,持有期,起点,终点,XIRR,总投入,终值,交易
沪深300,000300,3yr,2015-04-08,2018-04-08,0.0,0,0,0
沪深300,000300,3yr,2015-07-08,2018-07-08,0.0,1500,1376,5
沪深300,000300,3yr,2010-01-08,2013-01-08,-2.71,138000,133884,153
沪深300,000300,3yr,2010-10-08,2013-10-08,-3.67,159000,151080,155
沪深300,000300,3yr,2020-07-08,2023-07-08,-4.47,58250,56236,68
沪深300,000300,3yr,2010-04-08,2013-04-08,-4.81,139500,130997,155
沪深300,000300,3yr,2021-04-08,2024-04-08,-5.64,90500,84869,104
沪深300,000300,3yr,2011-07-08,2014-07-08,-6.33,193000,175474,156
沪深300,000300,3yr,2020-10-08,2023-10-08,-6.78,65500,61513,80
沪深300,000300,3yr,2021-07-08,2024-07-08,-7.28,90500,81698,104
沪深300,000300,3yr,2011-01-08,2014-01-08,-7.51,173000,155175,155
沪深300,000300,3yr,2011-04-08,2014-04-08,-7.85,188500,167561,156
沪深300,000300,3yr,2010-07-08,2013-07-08,-11.39,147500,125841,155
沪深300,000300,3yr,2009-04-08,2012-04-08,-11.89,90500,81576,127
沪深300,000300,3yr,2009-07-08,2012-07-08,-12.67,105500,93423,136
沪深300,000300,3yr,2021-01-08,2024-01-08,-14.41,83000,71831,94
沪深300,000300,3yr,2009-10-08,2012-10-08,-14.67,123750,106235,144
沪深300,000300,3yr,2009-01-08,2012-01-08,-19.01,84250,69850,127
沪深300,000300,3yr,2016-01-08,2019-01-08,-23.07,30750,29070,31
沪深300,000300,5yr,2014-07-08,2019-07-08,93.81,25500,13701,83
沪深300,000300,5yr,2014-10-08,2019-10-08,89.07,18750,16694,83
沪深300,000300,5yr,2014-04-08,2019-04-08,87.5,43250,32107,89
沪深300,000300,5yr,2014-01-08,2019-01-08,77.16,61000,46511,97
沪深300,000300,5yr,2013-10-08,2018-10-08,67.26,77250,62452,98
沪深300,000300,5yr,2013-07-08,2018-07-08,61.54,94000,77847,100
沪深300,000300,5yr,2013-04-08,2018-04-08,56.57,110500,89371,110
沪深300,000300,5yr,2013-01-08,2018-01-08,55.03,117000,93007,120
沪深300,000300,5yr,2012-10-08,2017-10-08,50.84,136000,107956,133
沪深300,000300,5yr,2012-07-08,2017-07-08,47.46,154000,121258,145
沪深300,000300,5yr,2012-04-08,2017-04-08,43.79,172500,131676,155
沪深300,000300,5yr,2012-01-08,2017-01-08,41.1,190500,142033,166
沪深300,000300,5yr,2011-10-08,2016-10-08,37.66,210000,152297,175
沪深300,000300,5yr,2016-07-08,2021-07-08,36.05,26750,9844,90
沪深300,000300,5yr,2016-10-08,2021-10-08,34.52,26750,9692,90
沪深300,000300,5yr,2011-07-08,2016-07-08,34.07,229500,159212,186
沪深300,000300,5yr,2011-01-08,2016-01-08,32.03,248750,166688,210
沪深300,000300,5yr,2011-04-08,2016-04-08,31.85,244000,163242,198
沪深300,000300,5yr,2017-01-08,2022-01-08,31.31,28000,9637,95
沪深300,000300,5yr,2015-07-08,2020-07-08,30.24,26750,28244,82
沪深300,000300,5yr,2010-10-08,2015-10-08,30.14,249250,163003,209
沪深300,000300,5yr,2016-01-08,2021-01-08,30.0,26750,19485,84
沪深300,000300,5yr,2010-07-08,2015-07-08,29.76,249250,169285,208
沪深300,000300,5yr,2017-04-08,2022-04-08,25.84,30250,8995,101
沪深300,000300,5yr,2016-04-08,2021-04-08,25.42,26750,9651,86
沪深300,000300,5yr,2015-01-08,2020-01-08,24.62,17500,20981,62
沪深300,000300,5yr,2010-04-08,2015-04-08,24.51,249250,278736,205
沪深300,000300,5yr,2015-10-08,2020-10-08,24.38,26750,16246,84
沪深300,000300,5yr,2017-07-08,2022-07-08,22.8,38500,16087,113
沪深300,000300,5yr,2010-01-08,2015-01-08,20.45,249250,371646,203
沪深300,000300,5yr,2018-01-08,2023-01-08,17.55,64500,41001,138
沪深300,000300,5yr,2017-10-08,2022-10-08,17.11,47000,21873,125
沪深300,000300,5yr,2018-04-08,2023-04-08,17.05,69250,47124,150
沪深300,000300,5yr,2019-10-08,2024-10-08,15.21,99500,85085,170
沪深300,000300,5yr,2021-07-08,2026-07-08,13.27,87500,19467,141
沪深300,000300,5yr,2021-04-08,2026-04-08,12.15,87500,18817,140
沪深300,000300,5yr,2018-07-08,2023-07-08,11.07,73000,48162,161
沪深300,000300,5yr,2020-10-08,2025-10-08,9.53,87500,56072,133
沪深300,000300,5yr,2021-01-08,2026-01-08,9.46,87500,29522,136
沪深300,000300,5yr,2015-04-08,2020-04-08,8.94,23500,25206,73
沪深300,000300,5yr,2018-10-08,2023-10-08,6.73,76250,51955,163
沪深300,000300,5yr,2020-01-08,2025-01-08,5.14,96500,72055,158
沪深300,000300,5yr,2020-07-08,2025-07-08,4.77,87500,75038,131
沪深300,000300,5yr,2020-04-08,2025-04-08,1.56,91250,68374,149
沪深300,000300,5yr,2009-10-08,2014-10-08,0.3,245750,247104,195
沪深300,000300,5yr,2019-04-08,2024-04-08,-0.02,96000,76516,170
沪深300,000300,5yr,2019-07-08,2024-07-08,-3.27,96250,75444,171
沪深300,000300,5yr,2019-01-08,2024-01-08,-5.61,88750,62335,164
沪深300,000300,5yr,2009-07-08,2014-07-08,-7.27,236750,209873,182
沪深300,000300,5yr,2009-01-08,2014-01-08,-8.03,197750,176145,156
沪深300,000300,5yr,2009-04-08,2014-04-08,-8.4,217250,190748,169
沪深300,000300,10yr,2012-01-08,2022-01-08,23.22,19000,9030,88
沪深300,000300,10yr,2011-07-08,2021-07-08,23.04,19000,9100,85
沪深300,000300,10yr,2011-10-08,2021-10-08,22.97,19000,9001,86
沪深300,000300,10yr,2012-04-08,2022-04-08,22.52,19250,8913,89
沪深300,000300,10yr,2016-07-08,2026-07-08,21.39,61250,18498,205
沪深300,000300,10yr,2012-07-08,2022-07-08,20.53,21500,9262,98
沪深300,000300,10yr,2016-04-08,2026-04-08,19.17,64500,19574,215
沪深300,000300,10yr,2011-04-08,2021-04-08,18.55,19000,8984,81
沪深300,000300,10yr,2009-04-08,2019-04-08,18.23,16250,17233,65
沪深300,000300,10yr,2011-01-08,2021-01-08,17.48,19000,14001,79
沪深300,000300,10yr,2012-10-08,2022-10-08,17.34,24000,8576,108
沪深300,000300,10yr,2016-01-08,2026-01-08,16.85,67500,21615,224
沪深300,000300,10yr,2014-10-08,2024-10-08,16.46,64500,45848,207
沪深300,000300,10yr,2010-07-08,2020-07-08,15.97,19000,18577,77
沪深300,000300,10yr,2010-10-08,2020-10-08,14.77,19000,11673,79
沪深300,000300,10yr,2013-01-08,2023-01-08,14.55,29500,11697,121
沪深300,000300,10yr,2013-04-08,2023-04-08,14.5,32500,15098,133
沪深300,000300,10yr,2015-10-08,2025-10-08,14.12,67500,32873,220
沪深300,000300,10yr,2010-01-08,2020-01-08,13.58,17000,18269,68
沪深300,000300,10yr,2009-07-08,2019-07-08,13.49,17000,17104,68
沪深300,000300,10yr,2013-07-08,2023-07-08,12.9,35750,17273,146
沪深300,000300,10yr,2013-10-08,2023-10-08,11.7,39500,20359,158
沪深300,000300,10yr,2015-01-08,2025-01-08,11.66,65000,39436,209
沪深300,000300,10yr,2015-07-08,2025-07-08,11.52,67500,43992,218
沪深300,000300,10yr,2009-10-08,2019-10-08,11.32,17000,16852,68
沪深300,000300,10yr,2014-04-08,2024-04-08,9.95,55000,35641,184
沪深300,000300,10yr,2015-04-08,2025-04-08,9.7,66500,38964,214
沪深300,000300,10yr,2010-04-08,2020-04-08,8.88,18250,17942,73
沪深300,000300,10yr,2014-01-08,2024-01-08,8.25,48500,26874,172
沪深300,000300,10yr,2014-07-08,2024-07-08,7.78,57750,36972,195
沪深300,000300,10yr,2009-01-08,2019-01-08,2.31,15000,11641,60
上证50,000016,3yr,2014-01-08,2017-01-08,97.29,50500,33301,61
上证50,000016,3yr,2013-10-08,2016-10-08,80.14,70500,43533,72
上证50,000016,3yr,2016-04-08,2019-04-08,71.56,21250,26051,40
上证50,000016,3yr,2013-07-08,2016-07-08,70.92,89500,54008,85
上证50,000016,3yr,2013-01-08,2016-01-08,65.54,105750,60426,109
上证50,000016,3yr,2013-04-08,2016-04-08,65.29,102500,59287,98
上证50,000016,3yr,2012-10-08,2015-10-08,55.93,121750,68488,120
上证50,000016,3yr,2012-07-08,2015-07-08,50.06,139750,80935,131
上证50,000016,3yr,2016-07-08,2019-07-08,37.19,24500,29231,48
上证50,000016,3yr,2019-01-08,2022-01-08,34.81,41750,10000,75
上证50,000016,3yr,2012-01-08,2015-01-08,33.63,162750,214608,150
上证50,000016,3yr,2018-07-08,2021-07-08,33.41,54500,15387,99
上证50,000016,3yr,2018-10-08,2021-10-08,33.32,51000,13815,87
上证50,000016,3yr,2019-04-08,2022-04-08,33.05,35500,6940,69
上证50,000016,3yr,2012-04-08,2015-04-08,31.72,154250,87844,141
上证50,000016,3yr,2020-01-08,2023-01-08,29.95,44250,24733,71
上证50,000016,3yr,2017-07-08,2020-07-08,28.3,55750,70920,93
上证50,000016,3yr,2019-07-08,2022-07-08,26.82,35500,6590,71
上证50,000016,3yr,2018-04-08,2021-04-08,25.51,55750,16006,100
上证50,000016,3yr,2018-01-08,2021-01-08,25.2,55750,26249,98
上证50,000016,3yr,2019-10-08,2022-10-08,24.85,34750,9119,70
上证50,000016,3yr,2017-01-08,2020-01-08,22.27,34250,40576,72
上证50,000016,3yr,2017-10-08,2020-10-08,21.8,55750,34962,96
上证50,000016,3yr,2016-10-08,2019-10-08,21.56,29750,34041,61
上证50,000016,3yr,2020-04-08,2023-04-08,17.1,36500,27504,72
上证50,000016,3yr,2023-07-08,2026-07-08,16.68,21500,2177,52
上证50,000016,3yr,2015-10-08,2018-10-08,12.79,5000,5104,18
上证50,000016,3yr,2023-04-08,2026-04-08,11.39,25500,2099,63
上证50,000016,3yr,2023-01-08,2026-01-08,6.3,29250,3077,71
上证50,000016,3yr,2021-10-08,2024-10-08,6.29,52000,32826,101
上证50,000016,3yr,2017-04-08,2020-04-08,5.26,47250,49259,84
上证50,000016,3yr,2022-10-08,2025-10-08,3.54,43750,4273,84
上证50,000016,3yr,2010-01-08,2013-01-08,2.36,167250,172647,154
上证50,000016,3yr,2022-07-08,2025-07-08,2.2,48000,4245,96
上证50,000016,3yr,2022-04-08,2025-04-08,1.17,51000,5174,104
上证50,000016,3yr,2022-01-08,2025-01-08,1.04,52000,10520,105
上证50,000016,3yr,2011-10-08,2014-10-08,0.38,179000,179998,155
上证50,000016,3yr,2014-04-08,2017-04-08,0.0,31000,19975,51
上证50,000016,3yr,2014-07-08,2017-07-08,0.0,13000,7803,41
上证50,000016,3yr,2014-10-08,2017-10-08,0.0,3750,2023,30
上证50,000016,3yr,2015-01-08,2018-01-08,0.0,0,0,0
上证50,000016,3yr,2015-04-08,2018-04-08,0.0,0,0,0
上证50,000016,3yr,2015-07-08,2018-07-08,0.0,1250,1146,5
上证50,000016,3yr,2010-04-08,2013-04-08,-2.14,168000,162488,154
上证50,000016,3yr,2021-04-08,2024-04-08,-3.27,50500,48875,94
上证50,000016,3yr,2020-10-08,2023-10-08,-3.65,34750,33764,74
上证50,000016,3yr,2021-07-08,2024-07-08,-3.89,50500,38400,95
上证50,000016,3yr,2010-10-08,2013-10-08,-4.83,175750,163047,154
上证50,000016,3yr,2011-07-08,2014-07-08,-6.47,190250,172905,155
上证50,000016,3yr,2020-07-08,2023-07-08,-7.16,30500,29090,63
上证50,000016,3yr,2011-04-08,2014-04-08,-8.22,188250,166362,155
上证50,000016,3yr,2011-01-08,2014-01-08,-8.78,180750,158166,154
上证50,000016,3yr,2009-04-08,2012-04-08,-8.8,124750,113123,139
上证50,000016,3yr,2009-07-08,2012-07-08,-9.33,137250,122618,144
上证50,000016,3yr,2010-07-08,2013-07-08,-10.35,172250,145514,154
上证50,000016,3yr,2009-10-08,2012-10-08,-10.77,155000,134941,150
上证50,000016,3yr,2021-01-08,2024-01-08,-12.77,46000,41253,88
上证50,000016,3yr,2009-01-08,2012-01-08,-16.53,123250,103535,139
上证50,000016,3yr,2016-01-08,2019-01-08,-20.9,15500,14836,31
上证50,000016,5yr,2014-07-08,2019-07-08,87.28,31000,17074,83
上证50,000016,5yr,2014-04-08,2019-04-08,81.03,49000,34551,90
上证50,000016,5yr,2014-10-08,2019-10-08,77.62,21250,13045,81
上证50,000016,5yr,2014-01-08,2019-01-08,73.48,66500,50151,97
上证50,000016,5yr,2013-10-08,2018-10-08,64.56,83250,65649,97
上证50,000016,5yr,2013-07-08,2018-07-08,58.81,102000,80116,107
上证50,000016,5yr,2013-04-08,2018-04-08,53.47,119500,90472,119
上证50,000016,5yr,2013-01-08,2018-01-08,51.99,125250,93118,129
上证50,000016,5yr,2012-10-08,2017-10-08,47.77,143250,105003,142
上证50,000016,5yr,2012-07-08,2017-07-08,44.53,161250,117073,154
上证50,000016,5yr,2012-04-08,2017-04-08,41.08,178750,125894,165
上证50,000016,5yr,2012-01-08,2017-01-08,38.89,193250,133373,176
上证50,000016,5yr,2011-10-08,2016-10-08,34.47,212750,142422,185
上证50,000016,5yr,2017-01-08,2022-01-08,30.38,32000,7245,82
上证50,000016,5yr,2011-07-08,2016-07-08,30.11,232250,150041,196
上证50,000016,5yr,2016-10-08,2021-10-08,29.94,32000,7204,81
上证50,000016,5yr,2016-07-08,2021-07-08,29.54,32000,7397,80
上证50,000016,5yr,2015-07-08,2020-07-08,28.27,35500,32160,99
上证50,000016,5yr,2011-04-08,2016-04-08,28.23,249000,154457,206
上证50,000016,5yr,2010-07-08,2015-07-08,28.13,263000,175605,208
上证50,000016,5yr,2010-10-08,2015-10-08,27.98,263250,163035,210
上证50,000016,5yr,2011-01-08,2016-01-08,27.4,261750,162731,209
上证50,000016,5yr,2017-04-08,2022-04-08,26.85,33250,7026,87
上证50,000016,5yr,2016-01-08,2021-01-08,25.43,35000,14865,101
上证50,000016,5yr,2016-04-08,2021-04-08,23.75,32750,7687,94
上证50,000016,5yr,2010-04-08,2015-04-08,23.55,263000,289864,205
上证50,000016,5yr,2010-01-08,2015-01-08,22.45,263000,412448,203
上证50,000016,5yr,2015-10-08,2020-10-08,21.8,35000,19799,99
上证50,000016,5yr,2017-07-08,2022-07-08,21.08,36250,7410,96
上证50,000016,5yr,2015-01-08,2020-01-08,20.06,18000,17011,78
上证50,000016,5yr,2018-01-08,2023-01-08,18.41,54750,25732,120
上证50,000016,5yr,2017-10-08,2022-10-08,17.33,40000,9611,107
上证50,000016,5yr,2018-04-08,2023-04-08,15.89,57750,28318,132
上证50,000016,5yr,2019-10-08,2024-10-08,14.83,65250,35336,130
上证50,000016,5yr,2018-07-08,2023-07-08,11.2,59500,28173,139
上证50,000016,5yr,2021-07-08,2026-07-08,10.75,44500,6419,102
上证50,000016,5yr,2018-10-08,2023-10-08,10.64,60250,30049,141
上证50,000016,5yr,2021-04-08,2026-04-08,9.62,44500,6326,99
上证50,000016,5yr,2020-01-08,2025-01-08,8.3,61750,30177,118
上证50,000016,5yr,2021-01-08,2026-01-08,6.95,44500,7562,95
上证50,000016,5yr,2020-10-08,2025-10-08,6.73,44500,14051,92
上证50,000016,5yr,2015-04-08,2020-04-08,6.39,27750,25042,89
上证50,000016,5yr,2020-07-08,2025-07-08,5.4,44500,20094,90
上证50,000016,5yr,2020-04-08,2025-04-08,5.1,53750,29389,109
上证50,000016,5yr,2019-04-08,2024-04-08,5.0,67750,42878,140
上证50,000016,5yr,2019-07-08,2024-07-08,2.8,66250,42024,134
上证50,000016,5yr,2019-01-08,2024-01-08,1.99,65750,35791,141
上证50,000016,5yr,2009-10-08,2014-10-08,-2.04,256750,246996,195
上证50,000016,5yr,2009-07-08,2014-07-08,-7.34,245250,215788,182
上证50,000016,5yr,2009-04-08,2014-04-08,-8.65,225750,195922,169
上证50,000016,5yr,2009-01-08,2014-01-08,-9.2,206250,179057,156
上证50,000016,10yr,2012-01-08,2022-01-08,19.79,37000,14196,135
上证50,000016,10yr,2011-10-08,2021-10-08,19.6,37000,14129,132
上证50,000016,10yr,2012-04-08,2022-04-08,19.46,37250,14184,137
上证50,000016,10yr,2012-07-08,2022-07-08,18.81,38250,14379,141
上证50,000016,10yr,2011-07-08,2021-07-08,18.57,37000,14375,128
上证50,000016,10yr,2012-10-08,2022-10-08,17.89,39500,14126,146
上证50,000016,10yr,2016-07-08,2026-07-08,17.32,45500,11115,188
上证50,000016,10yr,2016-04-08,2026-04-08,16.5,50500,14051,199
上证50,000016,10yr,2011-04-08,2021-04-08,16.47,37000,14625,126
上证50,000016,10yr,2016-01-08,2026-01-08,15.83,55500,17439,207
上证50,000016,10yr,2013-01-08,2023-01-08,15.76,44000,14597,159
上证50,000016,10yr,2009-04-08,2019-04-08,15.45,24500,32570,77
上证50,000016,10yr,2015-10-08,2025-10-08,15.27,55500,17217,204
上证50,000016,10yr,2013-04-08,2023-04-08,14.5,46000,14494,167
上证50,000016,10yr,2010-07-08,2020-07-08,14.27,37000,41549,120
上证50,000016,10yr,2011-01-08,2021-01-08,14.15,37000,19222,124
上证50,000016,10yr,2015-07-08,2025-07-08,14.04,55500,16503,202
上证50,000016,10yr,2014-10-08,2024-10-08,13.53,55500,17947,200
上证50,000016,10yr,2013-07-08,2023-07-08,13.34,47250,13854,172
上证50,000016,10yr,2009-07-08,2019-07-08,13.26,26000,33812,83
上证50,000016,10yr,2013-10-08,2023-10-08,12.6,48500,14028,177
上证50,000016,10yr,2015-01-08,2025-01-08,12.5,55500,15840,200
上证50,000016,10yr,2010-10-08,2020-10-08,12.4,37000,25604,122
上证50,000016,10yr,2010-01-08,2020-01-08,12.33,30000,39329,99
上证50,000016,10yr,2015-04-08,2025-04-08,12.21,55500,15552,200
上证50,000016,10yr,2009-10-08,2019-10-08,11.09,28500,35798,93
上证50,000016,10yr,2014-04-08,2024-04-08,10.87,54500,17616,194
上证50,000016,10yr,2014-01-08,2024-01-08,10.49,53000,14981,190
上证50,000016,10yr,2014-07-08,2024-07-08,10.48,54500,17300,194
上证50,000016,10yr,2010-04-08,2020-04-08,6.55,34000,39234,110
上证50,000016,10yr,2009-01-08,2019-01-08,2.41,22000,22984,69
中证500,000905,3yr,2014-01-07,2017-01-07,85.85,1500,734,28
中证500,000905,3yr,2013-10-07,2016-10-07,69.13,5000,2176,36
中证500,000905,3yr,2013-07-07,2016-07-07,64.2,8750,4248,43
中证500,000905,3yr,2013-04-07,2016-04-07,61.04,12250,6223,51
中证500,000905,3yr,2013-01-07,2016-01-07,57.19,15500,8022,62
中证500,000905,3yr,2012-10-07,2015-10-07,50.97,33500,20719,72
中证500,000905,3yr,2023-07-07,2026-07-07,49.45,25250,6639,61
中证500,000905,3yr,2023-04-07,2026-04-07,46.8,25500,6409,59
中证500,000905,3yr,2012-07-07,2015-07-07,44.84,48000,29875,82
中证500,000905,3yr,2023-01-07,2026-01-07,43.79,25500,6392,57
中证500,000905,3yr,2014-10-07,2017-10-07,33.02,9250,9758,23
中证500,000905,3yr,2014-07-07,2017-07-07,32.19,3250,3349,11
中证500,000905,3yr,2012-04-07,2015-04-07,26.97,58500,40825,91
中证500,000905,3yr,2018-10-07,2021-10-07,20.61,49250,25913,81
中证500,000905,3yr,2019-01-07,2022-01-07,20.26,32250,18603,76
中证500,000905,3yr,2022-10-07,2025-10-07,18.77,31500,6548,65
中证500,000905,3yr,2018-07-07,2021-07-07,17.49,64750,30195,84
中证500,000905,3yr,2012-01-07,2015-01-07,17.06,75500,36904,103
中证500,000905,3yr,2019-07-07,2022-07-07,15.45,39750,33879,74
中证500,000905,3yr,2011-10-07,2014-10-07,13.6,88500,51977,115
中证500,000905,3yr,2018-04-07,2021-04-07,13.5,84250,35857,97
中证500,000905,3yr,2019-04-07,2022-04-07,12.91,30000,19486,74
中证500,000905,3yr,2016-04-07,2019-04-07,11.76,112250,123680,99
中证500,000905,3yr,2018-01-07,2021-01-07,11.52,103250,68028,108
中证500,000905,3yr,2017-07-07,2020-07-07,9.43,126000,121951,132
中证500,000905,3yr,2017-10-07,2020-10-07,8.89,119750,91742,120
中证500,000905,3yr,2022-07-07,2025-07-07,8.64,39750,8562,77
中证500,000905,3yr,2011-07-07,2014-07-07,8.18,93250,44354,128
中证500,000905,3yr,2010-10-07,2013-10-07,7.81,91750,101301,122
中证500,000905,3yr,2011-04-07,2014-04-07,7.58,95500,85483,134
中证500,000905,3yr,2015-01-07,2018-01-07,6.25,25750,26117,36
中证500,000905,3yr,2020-04-07,2023-04-07,4.41,42250,43903,62
中证500,000905,3yr,2011-01-07,2014-01-07,4.02,95500,101420,134
中证500,000905,3yr,2022-04-07,2025-04-07,3.76,56000,17005,88
中证500,000905,3yr,2017-01-07,2020-01-07,2.07,128000,131929,137
中证500,000905,3yr,2022-01-07,2025-01-07,1.6,62500,28350,94
中证500,000905,3yr,2014-04-07,2017-04-07,0.0,500,314,23
中证500,000905,3yr,2017-04-07,2020-04-07,-0.85,129000,127141,141
中证500,000905,3yr,2021-10-07,2024-10-07,-1.6,65000,63370,99
中证500,000905,3yr,2010-04-07,2013-04-07,-1.84,87500,85948,115
中证500,000905,3yr,2010-07-07,2013-07-07,-2.15,89000,86834,117
中证500,000905,3yr,2020-07-07,2023-07-07,-2.9,42500,41111,63
中证500,000905,3yr,2020-01-07,2023-01-07,-3.45,43250,41454,71
中证500,000905,3yr,2016-10-07,2019-10-07,-4.33,123250,116651,125
中证500,000905,3yr,2016-07-07,2019-07-07,-5.1,117500,111148,112
中证500,000905,3yr,2020-10-07,2023-10-07,-5.92,43250,39871,66
中证500,000905,3yr,2019-10-07,2022-10-07,-6.13,42000,35738,73
中证500,000905,3yr,2015-04-07,2018-04-07,-6.41,44750,43801,49
中证500,000905,3yr,2021-04-07,2024-04-07,-6.41,53250,48144,87
中证500,000905,3yr,2021-01-07,2024-01-07,-8.6,45750,39930,75
中证500,000905,3yr,2010-01-07,2013-01-07,-9.04,84750,78973,104
中证500,000905,3yr,2021-07-07,2024-07-07,-11.3,56000,45814,96
中证500,000905,3yr,2015-10-07,2018-10-07,-30.36,82250,67916,74
中证500,000905,3yr,2016-01-07,2019-01-07,-31.34,103250,80822,88
中证500,000905,3yr,2015-07-07,2018-07-07,-36.98,64250,52841,62
中证500,000905,5yr,2013-04-07,2018-04-07,61.05,24250,18284,106
中证500,000905,5yr,2013-01-07,2018-01-07,60.77,24000,22013,105
中证500,000905,5yr,2012-10-07,2017-10-07,57.93,32500,37287,109
中证500,000905,5yr,2012-07-07,2017-07-07,54.86,40500,47053,121
中证500,000905,5yr,2011-01-07,2016-01-07,53.18,57000,63981,132
中证500,000905,5yr,2010-10-07,2015-10-07,53.06,57000,62435,129
中证500,000905,5yr,2010-07-07,2015-07-07,52.39,57000,63272,127
中证500,000905,5yr,2013-07-07,2018-07-07,52.13,34750,17663,107
中证500,000905,5yr,2011-04-07,2016-04-07,52.0,57000,63623,135
中证500,000905,5yr,2012-04-07,2017-04-07,52.0,47000,53379,134
中证500,000905,5yr,2011-07-07,2016-07-07,50.87,57000,63851,138
中证500,000905,5yr,2011-10-07,2016-10-07,49.81,57000,64146,140
中证500,000905,5yr,2012-01-07,2017-01-07,48.71,57000,64486,144
中证500,000905,5yr,2014-04-07,2019-04-07,46.91,73000,85115,106
中证500,000905,5yr,2013-10-07,2018-10-07,46.67,49000,34280,106
中证500,000905,5yr,2010-04-07,2015-04-07,36.47,57000,82305,123
中证500,000905,5yr,2010-01-07,2015-01-07,25.09,57000,91039,121
中证500,000905,5yr,2015-07-07,2020-07-07,18.33,106250,137175,129
中证500,000905,5yr,2016-01-07,2021-01-07,14.88,107500,141824,134
中证500,000905,5yr,2015-10-07,2020-10-07,14.47,106250,134522,129
中证500,000905,5yr,2016-10-07,2021-10-07,13.83,118000,163927,170
中证500,000905,5yr,2017-01-07,2022-01-07,13.53,122250,172860,181
中证500,000905,5yr,2016-07-07,2021-07-07,12.72,113500,151013,158
中证500,000905,5yr,2016-04-07,2021-04-07,11.81,110250,140807,145
中证500,000905,5yr,2021-07-07,2026-07-07,10.47,69500,7589,128
中证500,000905,5yr,2015-01-07,2020-01-07,10.08,102250,113122,114
中证500,000905,5yr,2021-04-07,2026-04-07,8.41,72750,7034,139
中证500,000905,5yr,2017-07-07,2022-07-07,7.5,142000,174164,204
中证500,000905,5yr,2017-04-07,2022-04-07,7.4,129000,157693,191
中证500,000905,5yr,2018-04-07,2023-04-07,6.31,146000,142933,202
中证500,000905,5yr,2021-01-07,2026-01-07,6.05,75250,6952,147
中证500,000905,5yr,2020-10-07,2025-10-07,5.01,76500,10112,150
中证500,000905,5yr,2018-07-07,2023-07-07,4.82,131500,96628,190
中证500,000905,5yr,2018-01-07,2023-01-07,4.39,149500,170626,214
