指数,代码,持有期,起点,终点,XIRR,总投入,终值,交易
上证50,000016,5yr,2017-04-08,2022-04-08,27.25,32750,7107,87
上证50,000016,5yr,2011-10-08,2016-10-08,25.84,209500,136939,182
上证50,000016,5yr,2010-07-08,2015-07-08,25.55,258500,180228,207
上证50,000016,5yr,2016-01-08,2021-01-08,25.48,34500,14628,102
上证50,000016,5yr,2010-04-08,2015-04-08,24.55,258500,356435,204
上证50,000016,5yr,2016-04-08,2021-04-08,24.27,32250,7717,95
上证50,000016,5yr,2011-07-08,2016-07-08,24.02,229000,144764,195
上证50,000016,5yr,2010-10-08,2015-10-08,22.72,259000,159552,209
上证50,000016,5yr,2010-01-08,2015-01-08,22.65,258500,405738,203
上证50,000016,5yr,2011-04-08,2016-04-08,22.38,245750,148537,205
上证50,000016,5yr,2011-01-08,2016-01-08,22.09,258000,159024,208
上证50,000016,5yr,2015-10-08,2020-10-08,22.02,34500,19485,100
上证50,000016,5yr,2017-07-08,2022-07-08,21.42,35750,7498,96
上证50,000016,5yr,2015-01-08,2020-01-08,20.31,18000,16981,79
上证50,000016,5yr,2018-01-08,2023-01-08,18.68,53250,24774,120
上证50,000016,5yr,2017-10-08,2022-10-08,17.74,39500,9759,107
上证50,000016,5yr,2018-04-08,2023-04-08,16.19,56250,27373,132
上证50,000016,5yr,2019-10-08,2024-10-08,15.98,61750,41118,129
上证50,000016,5yr,2018-07-08,2023-07-08,11.54,58000,27290,139
上证50,000016,5yr,2021-07-08,2026-07-08,11.23,41500,7246,100
上证50,000016,5yr,2018-10-08,2023-10-08,10.96,58750,29148,141
上证50,000016,5yr,2021-04-08,2026-04-08,9.64,41500,7135,97
上证50,000016,5yr,2020-01-08,2025-01-08,8.06,58250,35090,117
上证50,000016,5yr,2021-01-08,2026-01-08,7.64,41500,8755,94
上证50,000016,5yr,2020-10-08,2025-10-08,7.42,41500,20333,90
上证50,000016,5yr,2015-04-08,2020-04-08,7.03,28250,25500,90
上证50,000016,5yr,2020-07-08,2025-07-08,5.36,41500,36347,87
上证50,000016,5yr,2019-04-08,2024-04-08,5.01,64250,39840,140
上证50,000016,5yr,2020-04-08,2025-04-08,4.4,49750,34044,108
上证50,000016,5yr,2019-07-08,2024-07-08,2.83,62750,39032,134
上证50,000016,5yr,2019-01-08,2024-01-08,2.24,62250,32958,141
上证50,000016,5yr,2009-10-08,2014-10-08,-2.01,252750,243394,195
上证50,000016,5yr,2009-07-08,2014-07-08,-7.32,238750,210169,182
上证50,000016,5yr,2009-04-08,2014-04-08,-8.63,220250,191287,169
上证50,000016,5yr,2009-01-08,2014-01-08,-9.18,200750,174348,156
上证50,000016,10yr,2012-01-08,2022-01-08,19.72,39500,16060,132
上证50,000016,10yr,2011-07-08,2021-07-08,19.45,39500,16202,129
上证50,000016,10yr,2011-10-08,2021-10-08,19.41,39500,15963,130
上证50,000016,10yr,2012-04-08,2022-04-08,19.25,39750,15915,133
上证50,000016,10yr,2012-07-08,2022-07-08,18.64,40750,16162,137
上证50,000016,10yr,2012-10-08,2022-10-08,17.7,42000,15730,142
上证50,000016,10yr,2016-07-08,2026-07-08,17.63,49500,12915,183
上证50,000016,10yr,2011-04-08,2021-04-08,17.07,39500,16425,126
上证50,000016,10yr,2016-04-08,2026-04-08,16.54,54500,15841,193
上证50,000016,10yr,2016-01-08,2026-01-08,15.97,61000,20449,203
上证50,000016,10yr,2009-04-08,2019-04-08,15.56,26500,35514,77
上证50,000016,10yr,2013-01-08,2023-01-08,15.55,47000,16328,155
上证50,000016,10yr,2015-10-08,2025-10-08,14.77,61000,20140,199
上证50,000016,10yr,2010-07-08,2020-07-08,14.6,39500,44751,120
上证50,000016,10yr,2011-01-08,2021-01-08,14.43,39500,20704,124
上证50,000016,10yr,2013-04-08,2023-04-08,14.37,49000,16200,163
上证50,000016,10yr,2009-07-08,2019-07-08,13.39,28000,36723,83
上证50,000016,10yr,2015-07-08,2025-07-08,13.25,61000,19096,197
上证50,000016,10yr,2013-07-08,2023-07-08,13.23,50250,15442,168
上证50,000016,10yr,2014-10-08,2024-10-08,12.81,61000,22963,195
上证50,000016,10yr,2010-10-08,2020-10-08,12.73,39500,27576,122
上证50,000016,10yr,2013-10-08,2023-10-08,12.55,51500,15640,173
上证50,000016,10yr,2010-01-08,2020-01-08,12.43,32000,42352,99
上证50,000016,10yr,2015-01-08,2025-01-08,11.33,61000,19695,195
上证50,000016,10yr,2009-10-08,2019-10-08,11.24,30500,38663,93
上证50,000016,10yr,2014-04-08,2024-04-08,11.0,60000,21940,190
上证50,000016,10yr,2015-04-08,2025-04-08,10.95,61000,19231,195
上证50,000016,10yr,2014-01-08,2024-01-08,10.57,57500,18016,186
上证50,000016,10yr,2014-07-08,2024-07-08,10.56,60000,21547,190
上证50,000016,10yr,2010-04-08,2020-04-08,6.82,36500,42483,110
上证50,000016,10yr,2009-01-08,2019-01-08,2.8,24000,25270,69
中证500,000905,3yr,2014-01-07,2017-01-07,79.1,1750,940,20
中证500,000905,3yr,2013-10-07,2016-10-07,65.78,5250,2710,31
中证500,000905,3yr,2013-07-07,2016-07-07,62.66,8500,4809,40
中证500,000905,3yr,2013-04-07,2016-04-07,60.37,13000,7858,50
中证500,000905,3yr,2013-01-07,2016-01-07,57.81,16250,10003,62
中证500,000905,3yr,2012-10-07,2015-10-07,52.08,31750,22639,72
中证500,000905,3yr,2023-07-07,2026-07-07,49.47,26000,6785,61
中证500,000905,3yr,2023-04-07,2026-04-07,47.47,26250,6570,59
中证500,000905,3yr,2012-07-07,2015-07-07,46.83,44250,32141,82
中证500,000905,3yr,2023-01-07,2026-01-07,45.22,26250,6551,57
中证500,000905,3yr,2014-10-07,2017-10-07,33.44,10750,11317,23
中证500,000905,3yr,2014-07-07,2017-07-07,32.19,3250,3349,11
中证500,000905,3yr,2012-04-07,2015-04-07,27.85,56750,48970,91
中证500,000905,3yr,2018-10-07,2021-10-07,21.75,49750,32057,80
中证500,000905,3yr,2019-01-07,2022-01-07,21.4,32750,22271,75
中证500,000905,3yr,2022-10-07,2025-10-07,19.55,32250,6775,64
中证500,000905,3yr,2018-07-07,2021-07-07,18.52,65250,38007,83
中证500,000905,3yr,2012-01-07,2015-01-07,17.58,71750,43546,103
中证500,000905,3yr,2019-07-07,2022-07-07,15.81,41250,36132,73
中证500,000905,3yr,2018-04-07,2021-04-07,14.41,84750,45072,96
中证500,000905,3yr,2011-10-07,2014-10-07,13.69,86250,62755,115
中证500,000905,3yr,2019-04-07,2022-04-07,13.67,31500,22243,73
中证500,000905,3yr,2018-01-07,2021-01-07,12.7,103750,68351,108
中证500,000905,3yr,2016-04-07,2019-04-07,11.19,113250,124390,99
中证500,000905,3yr,2017-10-07,2020-10-07,10.08,120250,73703,121
中证500,000905,3yr,2017-07-07,2020-07-07,9.67,128000,123651,132
中证500,000905,3yr,2022-07-07,2025-07-07,9.4,39500,8416,76
中证500,000905,3yr,2010-10-07,2013-10-07,7.15,89250,97858,122
中证500,000905,3yr,2011-07-07,2014-07-07,6.95,91000,67033,127
中证500,000905,3yr,2011-04-07,2014-04-07,6.18,93000,103301,133
中证500,000905,3yr,2015-01-07,2018-01-07,6.02,27250,27638,36
中证500,000905,3yr,2022-04-07,2025-04-07,4.26,55750,13434,88
中证500,000905,3yr,2020-04-07,2023-04-07,4.15,41750,43307,62
中证500,000905,3yr,2011-01-07,2014-01-07,3.53,93000,98098,134
中证500,000905,3yr,2017-01-07,2020-01-07,1.94,130000,133746,137
中证500,000905,3yr,2022-01-07,2025-01-07,1.65,63000,28591,94
中证500,000905,3yr,2014-04-07,2017-04-07,0.0,500,265,16
中证500,000905,3yr,2017-04-07,2020-04-07,-0.95,131000,128878,141
中证500,000905,3yr,2021-10-07,2024-10-07,-1.58,65500,63893,99
中证500,000905,3yr,2010-04-07,2013-04-07,-2.56,84500,82354,115
中证500,000905,3yr,2010-07-07,2013-07-07,-2.72,87000,84298,117
中证500,000905,3yr,2020-07-07,2023-07-07,-3.02,42000,40556,63
中证500,000905,3yr,2020-01-07,2023-01-07,-3.58,42750,40993,70
中证500,000905,3yr,2016-10-07,2019-10-07,-4.46,125250,118324,125
中证500,000905,3yr,2016-07-07,2019-07-07,-5.31,118500,111757,112
中证500,000905,3yr,2019-10-07,2022-10-07,-5.92,41500,35727,72
中证500,000905,3yr,2020-10-07,2023-10-07,-6.0,42750,39343,66
中证500,000905,3yr,2015-04-07,2018-04-07,-6.39,46250,45243,49
中证500,000905,3yr,2021-04-07,2024-04-07,-6.45,53250,48145,87
中证500,000905,3yr,2021-01-07,2024-01-07,-8.64,45250,39434,75
中证500,000905,3yr,2010-01-07,2013-01-07,-9.65,81750,75564,104
中证500,000905,3yr,2021-07-07,2024-07-07,-11.37,56000,45815,96
中证500,000905,3yr,2015-10-07,2018-10-07,-30.11,83750,69045,74
中证500,000905,3yr,2016-01-07,2019-01-07,-31.18,104750,81827,88
中证500,000905,3yr,2015-07-07,2018-07-07,-36.46,65750,54022,62
中证500,000905,5yr,2013-04-07,2018-04-07,65.24,26750,23384,103
中证500,000905,5yr,2013-01-07,2018-01-07,64.6,26500,27510,102
中证500,000905,5yr,2012-10-07,2017-10-07,60.47,37000,47245,106
中证500,000905,5yr,2012-07-07,2017-07-07,56.76,47500,61316,118
中证500,000905,5yr,2013-07-07,2018-07-07,56.41,36750,17300,104
中证500,000905,5yr,2011-01-07,2016-01-07,55.51,66500,82572,131
中证500,000905,5yr,2011-04-07,2016-04-07,54.16,66500,82043,133
中证500,000905,5yr,2010-10-07,2015-10-07,54.13,66500,79705,127
中证500,000905,5yr,2012-04-07,2017-04-07,54.12,55000,69540,131
中证500,000905,5yr,2010-07-07,2015-07-07,54.06,66500,80951,126
中证500,000905,5yr,2013-10-07,2018-10-07,53.99,50500,33917,103
中证500,000905,5yr,2011-07-07,2016-07-07,53.06,66500,82286,136
中证500,000905,5yr,2011-10-07,2016-10-07,51.97,66500,82663,138
中证500,000905,5yr,2012-01-07,2017-01-07,50.83,66500,83111,142
中证500,000905,5yr,2014-04-07,2019-04-07,48.98,73000,85070,103
中证500,000905,5yr,2010-04-07,2015-04-07,38.57,66500,119622,122
中证500,000905,5yr,2010-01-07,2015-01-07,24.81,66500,105853,121
中证500,000905,5yr,2015-07-07,2020-07-07,18.51,109750,141456,129
中证500,000905,5yr,2016-01-07,2021-01-07,14.97,111000,146210,134
中证500,000905,5yr,2015-10-07,2020-10-07,14.57,109750,138720,129
中证500,000905,5yr,2016-10-07,2021-10-07,13.88,122000,169144,170
中证500,000905,5yr,2017-01-07,2022-01-07,13.57,127250,179253,181
中证500,000905,5yr,2016-07-07,2021-07-07,12.77,117000,155491,158
中证500,000905,5yr,2016-04-07,2021-04-07,11.86,113750,145076,145
中证500,000905,5yr,2021-07-07,2026-07-07,11.6,71500,12503,127
中证500,000905,5yr,2015-01-07,2020-01-07,10.15,105750,116780,114
中证500,000905,5yr,2021-04-07,2026-04-07,8.74,74750,11633,137
中证500,000905,5yr,2017-07-07,2022-07-07,7.46,146000,178766,204
中证500,000905,5yr,2017-04-07,2022-04-07,7.36,133500,162775,191
中证500,000905,5yr,2018-04-07,2023-04-07,6.25,150500,183765,201
中证500,000905,5yr,2021-01-07,2026-01-07,6.12,77250,13287,145
中证500,000905,5yr,2020-10-07,2025-10-07,6.01,78500,26998,147
中证500,000905,5yr,2018-01-07,2023-01-07,4.33,154000,175396,214
中证500,000905,5yr,2015-04-07,2020-04-07,4.3,109000,114820,126
